,Unnamed: 0,price,year,odometer,lat,long,labels
116388,465552,9995,1986.0,70484.0,40.028683,-84.207718,0
21524,86096,13995,2009.0,154286.0,43.186723,-84.163862,0
175065,700260,5988,2008.0,133923.0,38.608824,-121.400873,0
283200,1132800,7800,1997.0,230000.0,27.9694,-80.6473,0
362505,1450020,3900,2006.0,125000.0,40.8094,-74.1245,0
402621,1610484,1825,2006.0,115.0,40.811081,-73.87138399999998,0
318049,1272196,10000,2011.0,93772.0,29.5086,-97.4495,0
383670,1534680,2500,2005.0,183245.0,35.608193,-106.347127,0
366994,1467976,2400,1999.0,185000.0,39.951,-74.3607,0
32110,128440,43997,2017.0,13393.0,42.448987,-85.661948,0
157938,631752,13995,2008.0,133000.0,36.0865,-119.5607,0
25944,103776,4100,2006.0,113195.0,47.538337,-116.119807,0
403657,1614628,9000,2007.0,47000.0,40.825108,-73.39409,0
303034,1212136,10000,1996.0,275000.0,48.2028,-114.3039,0
105040,420160,12900,2009.0,93.0,61.221677,-150.02861,0
231652,926608,2900,2000.0,186000.0,42.851055,-83.45119,0
262003,1048012,4000,2004.0,199.0,38.9348,-92.3639,0
325106,1300424,1,2008.0,0.0,33.790988,-84.693354,0
185455,741820,2000,2005.0,220000.0,34.2092,-118.8739,0
356298,1425192,20799,2016.0,65440.0,42.364188,-87.864796,0
237034,948136,16998,2009.0,84901.0,41.802633,-73.117503,0
76825,307300,17880,2012.0,62337.0,44.636899,-123.075198,0
209134,836536,24499,2017.0,7902.0,40.4837,-104.8994,0
304516,1218064,4995,1956.0,99999.0,32.17661,-99.81097,0
311695,1246780,800,1994.0,166000.0,32.5559,-94.932,0
307510,1230040,6500,2011.0,131000.0,32.6931,-97.1347,0
353008,1412032,3895,2006.0,0.0,37.335208,-79.525315,0
192483,769932,9000,2001.0,89000.0,41.6883,-71.1574,0
326792,1307168,3800,2002.0,91000.0,31.9959,-81.2358,0
86802,347208,2000,2006.0,111000.0,43.5179,-96.7924,0
352492,1409968,600,1997.0,313500.0,37.9451,-77.4714,0
407156,1628624,7995,2010.0,137000.0,44.6435,-88.0317,0
365843,1463372,21900,2015.0,43110.0,40.652666,-74.215546,0
172660,690640,18995,2011.0,80744.0,36.99895,-121.56631000000002,0
293868,1175472,2500,2004.0,92400.0,27.2822,-82.4181,0
238600,954400,7495,2005.0,174422.0,41.744669,-72.71765400000002,0
326903,1307612,14777,2006.0,102500.0,34.055062,-84.060825,0
160061,640244,3975,2002.0,134.0,33.709241,-117.759515,0
105485,421940,9500,2013.0,60.0,61.22391800000001,-149.93351,0
125643,502572,1400,1997.0,170000.0,43.4935,-70.4883,0
121635,486540,4800,2002.0,188850.0,33.4321,-111.6426,0
158854,635416,5500,2005.0,148500.0,38.6157,-121.5053,0
221516,886064,7500,2006.0,192000.0,42.088143,-83.381252,0
316668,1266672,3500,2005.0,171679.0,32.9657,-96.8825,0
261886,1047544,17995,2016.0,47826.0,38.48057,-91.843571,0
180787,723148,12995,2003.0,274659.0,35.498787,-120.682576,0
286647,1146588,2995,2005.0,139799.0,29.017035,-81.30333399999998,0
429767,1719068,17995,2013.0,178312.0,34.239936,-77.90279100000002,0
113858,455432,500,2013.0,44995.0,39.955988,-82.771275,0
40776,163104,9990,2012.0,101000.0,49.026576,-122.82921,0
181085,724340,7999,2004.0,91854.0,39.12357,-121.61091100000002,0
280236,1120944,5000,2001.0,138000.0,28.6625,-81.4117,0
272798,1091192,12900,2017.0,44460.0,36.145858,-86.754579,0
12448,49792,4950,2010.0,151000.0,43.13392,-75.303159,0
124522,498088,5950,1997.0,110000.0,34.51661,-114.32731,0
308437,1233748,11000,2008.0,110000.0,29.7736,-95.4034,0
4785,19140,28777,2018.0,40867.0,49.714224,-124.99381499999998,0
77115,308460,6495,2010.0,123028.0,45.496672,-122.578732,0
347650,1390600,5500,2012.0,218000.0,37.497794,-77.483154,0
86794,347176,6500,2001.0,90500.0,42.2304,-97.0186,0
253356,1013424,8500,2006.0,80158.0,39.645451,-75.638091,0
134125,536500,9262,2011.0,114450.0,36.321184,-93.983395,0
375013,1500052,32599,2014.0,19809.0,47.412874,-122.241095,0
215654,862616,3895,2005.0,126197.0,38.920819,-104.816472,0
328645,1314580,19999,2016.0,73388.0,33.7942,-84.2018,0
99083,396332,1000,2003.0,99000.0,33.5219,-86.7666,0
117022,468088,2000,2006.0,144000.0,40.7955,-84.1383,0
421442,1685768,5975,2004.0,201378.0,36.110807,-80.040079,0
296465,1185860,4200,2005.0,179000.0,28.0691,-80.62,0
228125,912500,15995,2014.0,151350.0,42.318135,-85.234575,0
205810,823240,32500,2015.0,35000.0,40.6344,-79.6201,0
340028,1360112,5996,2010.0,152332.0,44.602263,-73.16141,0
334130,1336520,5900,2013.0,64000.0,40.8473,-96.6289,0
165384,661536,7000,1992.0,97000.0,33.1602,-117.325,0
413656,1654624,8990,2014.0,131526.0,45.914973,-89.235597,0
308244,1232976,16900,2014.0,67967.0,32.709924,-97.154824,0
423525,1694100,7450,1979.0,90000.0,35.8661,-81.0641,0
411001,1644004,4000,2005.0,119000.0,44.8346,-91.5159,0
159423,637692,25888,2017.0,21700.0,32.872249,-115.689909,0
272905,1091620,2500,2015.0,19265.0,36.148372,-86.86383000000002,0
29331,117324,19299,2015.0,65795.0,49.674959,-124.937768,0
12798,51192,3995,2005.0,215872.0,35.248663,-87.327579,0
365837,1463348,4995,2007.0,80124.0,40.43,-74.4173,0
297933,1191732,13500,2015.0,87996.0,28.060692,-81.806166,0
366360,1465440,13000,2006.0,130000.0,39.0219,-74.9354,0
322704,1290816,24995,2015.0,37000.0,31.615281,-97.108939,0
133367,533468,29500,1965.0,4000.0,36.1716,-94.0428,0
251070,1004280,6450,2007.0,100000.0,33.995,-81.0888,0
109449,437796,8495,2011.0,122919.0,41.56995,-81.574738,0
325526,1302104,5395,2008.0,152750.0,34.076341,-84.653603,0
348471,1393884,12895,2017.0,48636.0,37.50146,-77.57223,0
226305,905220,14999,2011.0,92399.0,42.70355,-86.11419699999998,0
20364,81456,8200,2005.0,210000.0,34.386342,-82.808418,0
145964,583856,26500,2010.0,64334.0,44.30295200000001,-120.832078,0
46418,185672,10500,2012.0,88000.0,82.658264,-91.839105,2
162672,650688,1200,1997.0,180.0,36.3551,-119.301,0
32958,131832,24000,2012.0,93000.0,39.7635,-77.5674,0
178801,715204,2800,2004.0,107000.0,34.0482,-118.3343,0
346333,1385332,9977,2013.0,123660.0,38.7492,-77.4878,0
269360,1077440,12000,2013.0,100.0,35.8929,-83.9387,0
132111,528444,2300,1999.0,166241.0,34.7902,-92.5044,0
141912,567648,59293,2016.0,25232.0,44.0398,-121.30438999999998,0
181565,726260,2100,2002.0,178000.0,36.7863,-119.8286,0
198831,795324,17500,2007.0,142000.0,41.0115,-76.4384,0
98761,395044,8980,2007.0,111425.0,30.6197,-87.8895,0
96498,385992,23995,2009.0,53238.0,34.0004,-81.0334,0
72280,289120,21994,2017.0,36920.0,39.594868,-104.820444,0
258518,1034072,3995,2008.0,175768.0,38.912,-94.3517,0
8334,33336,2200,2009.0,236000.0,43.714396,-79.725075,0
82119,328476,16750,2012.0,78000.0,41.82,-71.4158,0
427535,1710140,18988,2017.0,23899.0,35.835334,-80.242674,0
364447,1457788,2150,2003.0,204000.0,39.7901,-75.0367,0
57899,231596,8950,2014.0,58000.0,33.7643,-116.4225,0
264927,1059708,2800,2002.0,163879.0,38.06523,-92.830868,0
314592,1258368,35280,2017.0,25265.0,32.6605,-97.0311,0
217582,870328,10000,1999.0,201000.0,43.089436,-82.678299,0
358235,1432940,10750,2008.0,63000.0,40.71121,-90.631371,0
57812,231248,2000,2009.0,73600.0,30.5144,-92.0897,0
263097,1052388,5700,2010.0,176000.0,38.9296,-94.5009,0
337310,1349240,25000,2012.0,32038.0,39.1704,-119.7782,0
339591,1358364,8999,2015.0,73300.0,44.47677,-73.118382,0
171817,687268,12980,2013.0,63409.0,38.663899,-120.938406,0
391566,1566264,16500,2010.0,102052.0,41.213973,-91.53072,0
9988,39952,6300,2007.0,114000.0,49.202901,-122.876935,0
213412,853648,26998,2017.0,48336.0,39.838,-104.9988,0
196158,784632,2100,2004.0,104087.0,40.617275,-75.44157,0
98867,395468,9970,2010.0,119992.0,33.51894,-86.78055,0
365360,1461440,4850,2007.0,153000.0,40.5515,-74.459,0
154595,618380,20200,2005.0,79000.0,39.215308,-122.00803,0
47239,188956,800,2005.0,275000.0,38.0452,-85.5586,0
57916,231664,49999,2016.0,24200.0,33.745583,-116.361979,0
229610,918440,13981,2008.0,66350.0,43.084955,-83.307687,0
152568,610272,13903,2003.0,182559.0,40.480719,-122.345767,0
33207,132828,17850,2012.0,52897.0,35.061013,-85.19224,0
237966,951864,1800,2004.0,177433.0,41.28,-72.8106,0
190730,762920,11900,2015.0,30365.0,42.439326,-71.431178,0
328550,1314200,31900,2015.0,57582.0,34.221001,-83.860107,0
11987,47948,12575,2013.0,77000.0,34.276756,-88.72278399999998,0
104750,419000,8995,2010.0,111980.0,61.13336,-149.86595,0
405635,1622540,9995,2015.0,67210.0,43.00341,-87.954588,0
401515,1606060,27105,2018.0,9744.0,43.14845800000001,-76.327292,0
317229,1268916,35995,2015.0,130830.0,29.818173,-95.668628,0
368314,1473256,1900,2005.0,200000.0,48.7974,-122.4448,0
353721,1414884,7999,2013.0,145023.0,39.186555,-78.145545,0
243806,975224,7950,2009.0,160000.0,44.740125,-93.585663,0
182774,731096,38777,2011.0,86710.0,38.626049,-121.401344,0
75705,302820,17995,2010.0,85676.0,47.658198,-117.15948799999998,0
10421,41684,23500,2008.0,80200.0,43.475339,-88.824185,0
226849,907396,5495,2005.0,105000.0,42.967226,-83.692625,0
68978,275912,13900,2010.0,114000.0,35.899996,-83.81744599999998,0
192238,768952,16700,2017.0,48009.0,42.11,-72.53,0
329859,1319436,3300,2004.0,136500.0,33.932078999999995,-83.328209,0
388236,1552944,17995,2014.0,47025.0,42.032203,-91.611698,0
42585,170340,15999,2016.0,32000.0,46.58600000000001,-120.49477,0
114316,457264,5995,2010.0,200933.0,38.842115,-82.260277,0
268236,1072944,3700,2010.0,99400.0,35.87,-83.7495,0
15062,60248,11295,2007.0,126550.0,38.291771,-77.467884,0
226468,905872,1200,1996.0,236275.0,41.948,-86.354,0
315657,1262628,11500,2010.0,0.0,29.729090000000006,-95.519241,0
376181,1504724,14351,2017.0,46420.0,46.24078,-119.12479,0
74696,298784,35500,2012.0,136000.0,35.6348,-78.45100000000002,0
84713,338852,4300,2008.0,127.0,41.2018,-73.4383,0
247550,990200,8990,2003.0,181000.0,46.450007,-95.12469,0
117631,470524,1500,1999.0,259500.0,40.7399,-84.1459,0
328827,1315308,16500,2014.0,23609.0,33.45,-81.99,0
244824,979296,2000,2003.0,180000.0,44.86123900000001,-93.428421,0
129642,518568,500,2004.0,185000.0,35.9822,-96.7526,0
68309,273236,3695,2008.0,156124.0,42.826468,-85.66301800000002,0
37894,151576,3000,2004.0,192000.0,42.7161,-87.8233,0
279854,1119416,47555,2017.0,12000.0,29.650218,-81.650885,0
76657,306628,1500,1992.0,103000.0,39.926222,-76.833207,0
221661,886644,9000,2006.0,215000.0,43.615694,-83.839913,0
387537,1550148,13295,2012.0,54105.0,42.032203,-91.611698,0
403248,1612992,19500,2017.0,26000.0,43.0226,-75.2656,0
303006,1212024,12900,1999.0,253525.0,47.1789,-113.481,0
226931,907724,24990,2017.0,70242.0,42.794056,-86.078407,0
93084,372336,25000,2007.0,99200.0,40.3107,-88.1462,0
341475,1365900,6995,2013.0,104600.0,42.925069,-112.465711,0
263603,1054412,2799,2008.0,172000.0,38.9296,-94.5009,0
215235,860940,29999,2018.0,20602.0,39.5805,-104.9011,0
323982,1295928,3950,2011.0,155000.0,32.292212,-95.427933,0
108397,433588,2000,1999.0,164322.0,41.4694,-81.8512,0
340410,1361640,21699,2016.0,17402.0,43.621063,-116.314815,0
17005,68020,8990,1999.0,109397.0,40.468826,-74.281734,0
298937,1195748,3350,2004.0,149500.0,28.8989,-81.2473,0
321995,1287980,1550,2000.0,55000.0,29.687084,-95.297837,0
295315,1181260,15772,2015.0,15925.0,30.2231,-81.7556,0
409881,1639524,8499,2011.0,146005.0,44.52039,-88.06645,0
17929,71716,23030,2017.0,8781.0,32.6605,-97.0311,0
78403,313612,17988,2015.0,63016.0,49.272285,-122.788696,0
196210,784840,3450,2007.0,138500.0,39.9494,-76.71300000000002,0
395658,1582632,16490,2016.0,13030.0,43.155024,-75.952772,0
237105,948420,18500,2015.0,46883.0,41.417958,-73.425588,0
170120,680480,4250,2008.0,101523.0,33.9631,-118.3941,0
365644,1462576,4999,2009.0,210505.0,40.85575,-74.04933,0
247034,988136,14777,2013.0,117864.0,44.740067,-94.714901,0
252176,1008704,7990,2010.0,169757.0,32.9756,-80.1831,0
352046,1408184,10990,2006.0,109784.0,36.8282,-76.0237,0
226048,904192,5997,2008.0,90786.0,42.83923400000001,-85.529486,0
417788,1671152,1000,1999.0,299000.0,37.7038,-97.2253,0
160839,643356,11595,2006.0,126318.0,38.610763,-121.42256100000002,0
125442,501768,12000,2014.0,85000.0,44.108127,-70.197585,0
329425,1317700,10999,2015.0,96547.0,33.881074,-84.533461,0
309189,1236756,5500,2010.0,123295.0,30.350065,-97.520978,0
326508,1306032,8995,2012.0,145588.0,30.83083,-83.310009,0
90609,362436,24000,2008.0,16893.0,48.389788,-115.552633,0
215720,862880,4999,2005.0,172243.0,40.374375,-104.694103,0
293589,1174356,3000,2009.0,154000.0,27.0498,-82.1288,0
310124,1240496,25800,2015.0,78000.0,25.9337,-97.5174,0
334741,1338964,41995,2002.0,19726.0,41.207382,-96.023096,0
89807,359228,24500,2014.0,60000.0,35.2522,-80.8265,0
351539,1406156,2000,2005.0,140000.0,37.536626,-77.436447,0
410733,1642932,17939,2012.0,112990.0,44.52039,-88.06645,0
79366,317464,29971,2007.0,68256.0,47.912956,-122.235725,0
179762,719048,14995,2011.0,84504.0,36.297202,-119.140296,0
163443,653772,11999,2002.0,105680.0,33.6801,-117.9085,0
26273,105092,19100,2015.0,28182.0,30.51,-97.67,0
120462,481848,13895,2012.0,99631.0,33.624196999999995,-112.011623,0
252964,1011856,4580,2000.0,10445.0,33.771845,-79.019423,0
219422,877688,39500,2016.0,28103.0,44.648139,-85.661156,0
312554,1250216,5300,2011.0,180000.0,30.2063,-97.7956,0
391256,1565024,9995,2008.0,175000.0,42.47882,-92.321377,0
247657,990628,18577,2017.0,42685.0,44.740067,-94.714901,0
350419,1401676,2300,2004.0,193000.0,38.0531,-78.3396,0
358830,1435320,15985,2012.0,36702.0,41.6721,-87.7357,0
189563,758252,6900,2012.0,142436.0,42.08967,-72.62913,0
57907,231628,7300,1969.0,59939.0,29.8285,-81.3237,0
414057,1656228,34988,2015.0,94953.0,45.121187,-92.693325,0
265239,1060956,5400,2006.0,140000.0,38.834198,-91.954966,0
387404,1549616,6500,2003.0,145000.0,41.360006,-92.911819,0
109104,436416,17495,2008.0,107653.0,41.024539,-80.730694,0
242443,969772,23888,2013.0,122015.0,44.740067,-94.714901,0
96774,387096,6995,2011.0,183530.0,43.186723,-84.163862,0
92671,370684,5200,1969.0,1234.0,53.894686,-122.753693,0
141898,567592,18995,2013.0,88000.0,44.0223,-121.2985,0
326211,1304844,3950,2008.0,103650.0,33.8513,-84.287,0
91455,365820,1200,2000.0,290000.0,49.684929,-125.006336,0
294566,1178264,8000,2003.0,148000.0,28.877949,-82.37011,0
147552,590208,18500,2015.0,79000.0,44.401789,-118.903149,0
49596,198384,15999,2013.0,83851.0,61.215854,-149.870998,0
361036,1444144,27500,2011.0,53000.0,42.2636,-88.1333,0
387335,1549340,7450,2010.0,81000.0,42.484503,-92.324974,0
97940,391760,25300,2012.0,0.0,33.455361,-86.962474,0
246278,985112,4977,2003.0,215061.0,44.740067,-94.714901,0
270190,1080760,2200,1996.0,225.0,36.2178,-85.5423,0
115944,463776,1200,2001.0,120000.0,40.880429,-82.324056,0
324180,1296720,4788,2008.0,305216.0,31.793728,-97.588001,0
199441,797764,7100,2016.0,17000.0,40.3793,-78.8352,0
351905,1407620,1500,1997.0,121800.0,37.031364,-76.317747,0
424324,1697296,47500,1957.0,6000.0,36.3432,-79.6642,0
330954,1323816,11988,2009.0,112713.0,41.1345,-96.2458,0
200783,803132,3100,2005.0,119051.0,40.030963,-76.314368,0
150788,603152,9000,1999.0,60000.0,44.62600000000001,-123.057,0
23557,94228,4795,2007.0,141974.0,47.816272,-122.3192,0
128079,512316,19700,2015.0,50166.0,36.303847,-95.622363,0
251958,1007832,1000,2000.0,200000.0,33.8731,-79.0557,0
331829,1327316,2700,2002.0,115423.0,41.2955,-96.1008,0
176397,705588,33800,2008.0,39000.0,38.7159,-121.3648,0
50872,203488,3000,2001.0,102702.0,43.177801,-77.72176999999998,0
367181,1468724,2400,2004.0,179000.0,40.06800000000001,-74.8454,0
178505,714020,26985,2013.0,46465.0,38.637025,-121.320825,0
423660,1694640,8900,2007.0,107500.0,35.591876,-80.81886300000002,0
302839,1211356,42657,2017.0,47952.0,47.49325,-111.22493,0
57031,228124,31228,2016.0,51694.0,30.43955,-91.08613,0
83577,334308,12880,2011.0,56900.0,31.535,-97.1899,0
394832,1579328,6900,2009.0,86905.0,40.770765,-73.083795,0
360793,1443172,3900,1973.0,51000.0,40.137,-87.6217,0
181626,726504,500,2004.0,216155.0,39.938721,-120.95036,0
297719,1190876,44900,2013.0,500000.0,28.0338,-82.3659,0
214405,857620,2500,1995.0,311000.0,40.224726,-105.271629,0
199287,797148,5995,2000.0,134350.0,39.970698,-76.705788,0
168571,674284,10488,2014.0,48888.0,38.750529,-121.256188,0
215402,861608,1500,1988.0,179141.0,38.5511,-106.931,0
120414,481656,2900,2007.0,143000.0,33.3436,-112.1716,0
35625,142500,15581,2012.0,71798.0,30.6729,-88.1009,0
411553,1646212,3500,2005.0,160160.0,43.653441,-90.727844,0
256669,1026676,21750,2018.0,22851.0,34.75954,-88.939999,0
257923,1031692,2000,2003.0,143000.0,43.612,-97.0697,0
117320,469280,11999,2006.0,285810.0,39.721232,-82.534859,0
185278,741112,10995,2011.0,166281.0,34.009929,-117.43115,0
309094,1236376,7550,2007.0,115376.0,29.740749,-95.468449,0
153361,613444,10499,2012.0,90973.0,36.807204,-119.871305,0
124777,499108,8500,1994.0,271944.0,32.093,-111.3472,0
15248,60992,29995,2018.0,13523.0,49.108812,-122.681826,0
406361,1625444,7450,2001.0,123450.0,44.9587,-91.3195,0
343500,1374000,10355,2016.0,39040.0,48.697001,-116.315072,0
209971,839884,17287,2017.0,40335.0,39.675975,-105.008636,0
207047,828188,29999,2007.0,121118.0,40.159885,-105.103035,0
370189,1480756,4995,2003.0,149800.0,48.4756,-120.1805,0
276421,1105684,4500,2003.0,160000.0,27.3094,-80.345,0
144812,579248,17499,2017.0,41455.0,42.45365,-123.32129,0
154610,618440,13999,2013.0,96213.0,39.12357,-121.61091100000002,0
1444,5776,31900,2015.0,82072.0,36.016477,-79.844371,0
60714,242856,6000,1997.0,95080.0,32.4589,-93.7143,0
107161,428644,16991,2017.0,45193.0,30.43955,-91.08613,0
244259,977036,14200,2015.0,24700.0,43.651753,-94.45321,0
338809,1355236,6996,2007.0,133356.0,44.602263,-73.16141,0
92914,371656,35995,2016.0,50.0,49.210812,-123.101704,0
341965,1367860,8995,2010.0,131070.0,43.594814,-116.587524,0
116765,467060,749,2012.0,85000.0,41.0334,-81.4385,0
350656,1402624,21108,2015.0,29921.0,38.098462,-78.464573,0
352189,1408756,11490,2008.0,110800.0,36.863193,-76.062899,0
18454,73816,499,2011.0,111522.0,40.72906,-74.21559,0
166797,667188,3650,2001.0,173176.0,33.846978,-117.327976,0
143082,572328,2200,2003.0,204600.0,45.00392,-122.793998,0
10606,42424,17000,2008.0,117809.0,40.18155,-74.66334,0
150432,601728,21995,2017.0,22627.0,44.05294,-123.102307,0
158358,633432,4000,1998.0,193514.0,39.215308,-122.00803,0
256390,1025560,30500,2014.0,92900.0,30.377897,-89.186635,0
87799,351196,20000,2010.0,132.0,35.1361,-84.8457,0
136779,547116,25999,2011.0,80518.0,39.4991,-76.9101,0
340749,1362996,1295,1995.0,185532.0,46.206891,-116.89628799999998,0
261885,1047540,8500,1977.0,34000.0,39.657411,-91.734208,0
381356,1525424,4949,2006.0,193650.0,37.944111,-87.90008900000002,0
391912,1567648,6500,2012.0,124464.0,42.1267,-75.9685,0
4007,16028,11985,2014.0,61110.0,44.463351,-73.119023,0
100144,400576,16900,2018.0,4033.0,34.159425,-86.836545,0
54507,218028,19943,2008.0,101082.0,42.435938,-123.327721,0
17654,70616,2000,1995.0,151000.0,43.2363,-120.6369,0
373248,1492992,51179,2015.0,53414.0,47.76697,-117.40594,0
173334,693336,18514,2017.0,38059.0,35.311157,-119.040083,0
136892,547568,750,2005.0,156000.0,38.8377,-76.798,0
362744,1450976,27000,2014.0,33600.0,39.8504,-74.9646,0
313017,1252068,8950,2006.0,150000.0,26.220408000000006,-98.361261,0
100682,402728,26980,2015.0,26000.0,38.210411,-84.54843100000002,0
278586,1114344,21967,2017.0,67297.0,27.49588,-82.52845,0
49127,196508,3500,2001.0,145000.0,42.4731,-92.3365,0
307722,1230888,4403,2006.0,176584.0,27.656582,-97.481814,0
340523,1362092,12988,2012.0,121848.0,43.587066,-116.533462,0
302602,1210408,42995,2017.0,26131.0,45.794629,-108.480084,0
414266,1657064,16995,2010.0,108543.0,44.073967,-89.283988,0
252146,1008584,650,2004.0,156000.0,33.1836,-81.164,0
300379,1201516,12000,2008.0,150000.0,45.339,-111.2485,0
73310,293240,11000,2007.0,125590.0,41.6895,-81.3421,0
334288,1337152,6995,2008.0,115825.0,40.814266,-96.730386,0
59146,236584,15995,2015.0,29325.0,38.762669,-77.461754,0
107856,431424,3500,2007.0,126000.0,29.97424,-90.079709,0
69218,276872,4500,1997.0,391280.0,39.4955,-85.5044,0
235628,942512,3950,2006.0,101009.0,41.7073,-72.5727,0
424894,1699576,22600,2017.0,42044.0,36.016477,-79.844371,0
318969,1275876,21500,1991.0,127000.0,30.6045,-96.3123,0
340377,1361508,10000,2004.0,138000.0,43.648304,-116.340805,0
71026,284104,17500,2012.0,40500.0,29.1281,-82.2975,0
250842,1003368,3400,1994.0,153000.0,33.563453,-79.041438,0
210547,842188,22999,2007.0,174707.0,40.159885,-105.103035,0
47387,189548,7500,2008.0,107000.0,41.2564,-73.2111,0
149242,596968,18995,2013.0,67593.0,44.916963,-123.04403899999998,0
398235,1592940,4200,2003.0,148222.0,40.8143,-73.3634,0
406841,1627364,7999,2011.0,138246.0,43.016513,-88.039487,0
278876,1115504,600,2006.0,143000.0,26.170092,-80.309589,0
280082,1120328,6395,2008.0,94125.0,28.5974,-81.3036,0
242162,968648,7990,2007.0,202000.0,45.574275,-94.14726,0
241583,966332,27950,2008.0,113319.0,43.863395,-95.113978,0
381821,1527284,12700,2015.0,41267.0,39.77,-86.14,0
117461,469844,5295,2006.0,105228.0,41.013092,-81.049251,0
78529,314116,16997,2016.0,30686.0,40.572,-122.367,0
47646,190584,1600,2001.0,160000.0,29.8285,-81.3237,0
383651,1534604,4500,2007.0,140.0,35.9866,-106.0654,0
44666,178664,25995,1979.0,20346.0,43.072,-83.8424,0
109436,437744,11000,2010.0,92851.0,40.833834,-81.33886700000002,0
95647,382588,27680,2015.0,25159.0,47.656802,-117.218594,0
390336,1561344,17995,2017.0,11018.0,41.536464,-93.721839,0
331264,1325056,23998,2012.0,38670.0,41.537981,-96.147722,0
274962,1099848,8800,2005.0,2236535.0,30.2687,-81.7473,0
278440,1113760,2850,1999.0,105000.0,26.87573,-82.30936700000002,0
266106,1064424,6980,2004.0,76000.0,36.90411,-93.927763,0
400814,1603256,8000,2009.0,105000.0,43.2126,-77.704,0
177221,708884,11704,2012.0,102610.0,33.7346,-117.7869,0
24972,99888,43850,2018.0,40501.0,45.1025,-91.49,0
138189,552756,3800,1999.0,195000.0,39.2051,-76.8322,0
393766,1575064,18495,2015.0,45453.0,43.035522,-75.066788,0
296568,1186272,1600,2002.0,130000.0,29.2833,-81.0882,0
87753,351012,19995,2005.0,103359.0,41.781722,-72.533825,0
168166,672664,18999,2013.0,131922.0,39.12357,-121.61091100000002,0
367885,1471540,3600,2005.0,164000.0,46.074625,-119.086144,0
341154,1364616,4500,2002.0,105430.0,42.393211,-114.52217,0
278220,1112880,4950,1999.0,57000.0,27.327112,-82.44623399999998,0
83491,333964,1200,1994.0,78000.0,41.465499,-86.307735,0
362729,1450916,10000,2005.0,232740.0,40.4284,-74.4064,0
3441,13764,18000,2003.0,115000.0,39.6099,-79.9831,0
18430,73720,8999,2008.0,153333.0,40.18216,-105.10286,0
341095,1364380,25998,2014.0,65968.0,47.538337,-116.119807,0
60541,242164,23998,2014.0,98253.0,41.537981,-96.147722,0
307181,1228724,12800,2008.0,143000.0,32.285123,-97.51136,0
156114,624456,57450,1967.0,0.0,33.6806,-116.4027,0
15589,62356,8500,2013.0,62000.0,34.742124,-76.80994100000002,0
272633,1090532,8000,1990.0,152000.0,35.5002,-85.0135,0
239226,956904,15500,2010.0,154998.0,41.197651,-73.20814,0
2576,10304,9900,2007.0,188000.0,39.8883,-84.2023,0
427723,1710892,2500,1996.0,70000.0,35.434921,-80.66164300000001,0
410405,1641620,1000,1994.0,103000.0,44.4914,-87.9267,0
18276,73104,4500,1998.0,92000.0,36.8408,-94.5781,0
177629,710516,12500,1997.0,130000.0,38.450362,-122.734108,0
357931,1431724,5995,2013.0,105075.0,40.741858,-88.728009,0
160543,642172,1500,1999.0,238000.0,36.695114,-121.792181,0
213280,853120,24998,2015.0,26484.0,39.838,-104.9988,0
296471,1185884,19500,2008.0,194344.0,28.178,-80.602,0
54091,216364,6200,2005.0,117000.0,46.3946,-117.0645,0
374494,1497976,27000,2000.0,35000.0,48.985094,-122.728792,0
113136,452544,3500,1991.0,105191.0,41.289887,-82.740612,0
376729,1506916,14999,2016.0,25761.0,46.234838,-119.128015,0
213301,853204,19998,2017.0,40550.0,39.838,-104.9988,0
138074,552296,1800,1997.0,175000.0,39.3914,-76.4871,0
378171,1512684,16000,2014.0,47000.0,41.59618,-84.83753,0
116372,465488,4200,2005.0,174000.0,40.05027000000001,-83.06166800000003,0
349651,1398604,13588,2010.0,111860.0,36.915489,-76.214641,0
57842,231368,1000,2000.0,148000.0,42.942099,-87.940407,0
354940,1419760,4500,2008.0,191.0,37.740354,-88.531099,0
374283,1497132,6700,2008.0,50000.0,47.578726,-122.16917,0
421792,1687168,4000,2001.0,244553.0,36.1214,-79.7733,0
187371,749484,6000,2008.0,157223.0,38.610647,-121.401433,0
371706,1486824,14999,2011.0,104310.0,47.19977100000001,-122.299016,0
426285,1705140,7999,2007.0,191247.0,35.955872,-80.217726,0
162276,649104,11999,2015.0,16312.0,36.83688,-119.70946,0
140225,560900,36500,2012.0,61879.0,39.4991,-76.9101,0
200657,802628,4000,2006.0,175000.0,40.3765,-75.2648,0
376468,1505872,9950,2002.0,113560.0,47.912956,-122.235725,0
407710,1630840,12995,2014.0,42245.0,45.40196,-91.828619,0
331002,1324008,16000,2006.0,143000.0,40.7136,-99.0779,0
18807,75228,9495,2011.0,121582.0,42.6347,-71.3908,0
86163,344652,21900,2017.0,32465.0,40.63063,-84.95384200000002,0
123871,495484,9800,2013.0,75000.0,33.364691,-111.80554,0
332860,1331440,7450,2015.0,76693.0,41.212482,-96.008855,0
69426,277704,19500,2012.0,81750.0,34.947478000000004,-82.220762,0
73086,292344,1200,1998.0,122000.0,41.621198,-81.47157299999998,0
80794,323176,6950,2007.0,203711.0,42.114911,-75.95510300000002,0
422993,1691972,7700,2010.0,145487.0,35.715954,-78.655304,0
298710,1194840,23995,2015.0,117000.0,28.977875,-81.29979499999997,0
